LHipAngles,LKneeAngles,LAbsAnkleAngle,LAnkleAngles,RHipAngles,RKneeAngles,RAnkleAngles,RAbsAnkleAngle,LPelvisAngles,RPelvisAngles,LFootProgressAngles,RFootProgressAngles,          ,         ,LHipPower,   ,           ,LKneePower,   ,            ,LAnklePower,   ,            ,RHipPower,   ,           ,RKneePower,   ,            ,RAnklePower,   ,            ,LAnkleForce,            ,            ,RAnkleForce,           ,           ,RKneeForce,          ,       ,LKneeForce,           ,       ,RHipForce,        ,      ,LHipForce,       ,      ,LAnkleMoment,           ,          ,RAnkleMoment,           ,          ,RKneeMoment,        ,           ,LKneeMoment,        ,         ,RHipMoment,        ,        ,LHipMoment,        ,
-13.4378,-5.354,5.9546,7.3953,-3.5423,15.9898,17.0795,11.7411,1.1611,1.1611,-89.6407,-87.8087,-8.4321,-0.23101,0,0,-0.0037567,0,0,-0.000073632,0,0,-0.00015843,0,0,-0.0029678,0,0,0.0012632,0,0,-0.0018413,-0.14181,-0.010478,-0.00099372,-0.14051,-0.020538,-0.0061895,-0.033792,-0.16301,0.57196,-0.04036,0.050636,0.5967,0.2503,-0.53123,1.4599,-0.27688,0.58534,1.4437,-18.2135,3.9436E-16,-1.3227,-18.3587,2.5076E-16,2.7316,2.5797,30.6962,2.69,2.7514,2.6194,0.47328,-74.8852,199.4705,-6.1248,88.1973,188.3779,1.2495
-13.438,-5.4258,5.9356,7.339,-3.3877,15.9702,17.0554,11.6706,1.2364,1.2364,-89.6249,-87.7704,-8.4329,-0.22774,0,0,-0.0045947,0,0,-0.000090844,0,0,-0.00013945,0,0,-0.0019522,0,0,0.0010772,0,0,-0.0015619,-0.14188,-0.010597,-0.0010066,-0.14055,-0.020427,-0.0062676,-0.032817,-0.16289,0.5717,-0.040261,0.048968,0.59698,0.25151,-0.52987,1.4598,-0.27634,0.58411,1.4445,-18.241,-1.362E-15,-1.3393,-18.3994,1.6864E-15,2.6858,2.9598,30.6998,2.6691,2.6159,2.4166,0.4454,-75.8648,198.9616,-6.1178,87.6579,187.2594,1.1914
-13.4324,-5.4814,5.9194,7.2858,-3.2411,15.9488,17.038,11.6128,1.3112,1.3112,-89.6026,-87.7406,-8.449,-0.22503,0,0,-0.0059153,0,0,-0.00011401,0,0,-0.000063862,0,0,-0.00072043,0,0,0.00091888,0,0,-0.001261,-0.14198,-0.010702,-0.0010488,-0.14057,-0.020376,-0.0062985,-0.031807,-0.16275,0.57158,-0.04002,0.047226,0.59708,0.2527,-0.52852,1.4598,-0.27498,0.58277,1.445,-18.293,-1.7193E-15,-1.3564,-18.4292,1.9257E-15,2.6445,3.3535,30.7263,2.6486,2.4719,2.2299,0.41794,-76.9404,198.5255,-6.1161,86.6804,186.0472,1.1294
-13.4169,-5.514,5.9106,7.2413,-3.1037,15.9249,17.0296,11.569,1.3854,1.3854,-89.576,-87.7203,-8.4834,-0.2209,0,0,-0.0077114,0,0,-0.0001411,0,0,0.000091719,0,0,0.00068598,0,0,0.00080183,0,0,-0.00094892,-0.14212,-0.010809,-0.0011205,-0.14057,-0.020408,-0.0062985,-0.030753,-0.16264,0.57158,-0.039692,0.045371,0.59703,0.25396,-0.52727,1.4601,-0.2726,0.58133,1.4454,-18.3623,-7.4189E-17,-1.3752,-18.4468,6.7284E-16,2.618,3.745,30.7888,2.6379,2.2884,2.0483,0.38825,-78.1035,198.2169,-6.1142,85.237,184.7075,1.0507
-13.3874,-5.5156,5.9148,7.2127,-2.9764,15.8984,17.0325,11.54,1.4591,1.4591,-89.5477,-87.7103,-8.5388,-0.21365,0,0,-0.0099603,0,0,-0.0001674,0,0,0.00034504,0,0,0.0022399,0,0,0.00073234,0,0,-0.00063365,-0.14225,-0.010926,-0.0012314,-0.14054,-0.020535,-0.0062714,-0.029614,-0.16264,0.57169,-0.039406,0.043456,0.59684,0.25532,-0.52637,1.4606,-0.26941,0.57971,1.4456,-18.4371,-5.3188E-16,-1.3968,-18.4503,1.8041E-15,2.6136,4.1268,30.8931,2.6436,2.0273,1.8746,0.35289,-79.363,198.1219,-6.1077,83.4547,183.2349,0.93927
-13.3392,-5.4773,5.9386,7.2077,-2.8597,15.8696,17.0485,11.5266,1.5321,1.5321,-89.5207,-87.7106,-8.6173,-0.20212,0,0,-0.012596,0,0,-0.0001825,0,0,0.0007028,0,0,0.0039129,0,0,0.00071005,0,0,-0.00032301,-0.14236,-0.011048,-0.0013606,-0.14049,-0.020753,-0.006192,-0.028349,-0.16269,0.57195,-0.03927,0.041558,0.59651,0.25702,-0.52573,1.4612,-0.26551,0.578,1.4458,-18.5031,-1.0421E-15,-1.4217,-18.4374,1.2318E-16,2.6349,4.4976,31.0085,2.669,1.6777,1.7096,0.3085,-80.7962,198.1646,-6.0846,81.4371,181.6808,0.78796
-13.268,-5.3898,5.9886,7.2338,-2.7539,15.8394,17.0787,11.5287,1.6041,1.6041,-89.4977,-87.7209,-8.7198,-0.18596,0,0,-0.015538,0,0,-0.00016935,0,0,0.0011575,0,0,0.0056667,0,0,0.00073033,0,0,-0.000027758,-0.14241,-0.011166,-0.0015075,-0.14044,-0.021051,-0.0060343,-0.026962,-0.16271,0.57244,-0.039487,0.039815,0.59607,0.25904,-0.52533,1.462,-0.26139,0.57624,1.446,-18.5468,1.0919E-15,-1.4482,-18.405,-7.625E-16,2.6842,4.854,31.1101,2.716,1.2227,1.5653,0.25428,-82.3957,198.273,-6.0367,79.4506,180.104,0.59004
-13.1701,-5.2444,6.0705,7.2969,-2.6589,15.8094,17.1226,11.5453,1.6747,1.6747,-89.4808,-87.7402,-8.8462,-0.16582,0,0,-0.018697,0,0,-0.00010763,0,0,0.0016874,0,0,0.0074448,0,0,0.00078693,0,0,0.0002401,-0.14238,-0.011245,-0.0016493,-0.14039,-0.021407,-0.0058039,-0.025557,-0.16261,0.57314,-0.040244,0.038366,0.5955,0.26139,-0.52495,1.4631,-0.2574,0.57453,1.4461,-18.5586,9.9786E-16,-1.4696,-18.3516,1.5671E-16,2.7578,5.1717,31.1848,2.7815,0.67267,1.4484,0.19483,-84.1005,198.3138,-5.9649,77.7279,178.5817,0.35337
-13.0427,-5.0337,6.1883,7.4009,-2.5744,15.7815,17.1777,11.5746,1.7432,1.7432,-89.4707,-87.7663,-8.9945,-0.14348,0,0,-0.021986,0,0,0.000024695,0,0,0.0022553,0,0,0.0091705,0,0,0.00087789,0,0,0.00046964,-0.14226,-0.011271,-0.0017709,-0.14035,-0.021812,-0.0055362,-0.024179,-0.16248,0.57409,-0.041777,0.037361,0.59479,0.26394,-0.52469,1.4644,-0.25424,0.5729,1.446,-18.5331,1.1796E-15,-1.4813,-18.2783,-8.1162E-16,2.8481,5.44,31.2697,2.8586,0.033329,1.3606,0.13381,-85.8464,198.3314,-5.8876,76.6079,177.1841,0.08392
-12.8842,-4.7532,6.3433,7.5462,-2.4998,15.7577,17.2397,11.6136,1.809,1.809,-89.4671,-87.7962,-9.1619,-0.12143,0,0,-0.025317,0,0,0.00024537,0,0,0.002813,0,0,0.010771,0,0,0.0010064,0,0,0.00065071,-0.14206,-0.011228,-0.0018643,-0.14032,-0.022243,-0.0052615,-0.022817,-0.16239,0.57523,-0.044306,0.036927,0.59407,0.26687,-0.52462,1.4659,-0.25246,0.57153,1.446,-18.4699,3.6293E-16,-1.4784,-18.1864,-1.2663E-15,2.943,5.6597,31.3954,2.9368,-0.68649,1.3044,0.076047,-87.6557,198.3696,-5.8248,76.3765,176.021,-0.20998
-12.6952,-4.4024,6.5339,7.7298,-2.4343,15.7407,17.3029,11.6588,1.8713,1.8713,-89.4681,-87.8259,-9.3443,-0.10233,0,0,-0.028578,0,0,0.00055226,0,0,0.0033077,0,0,0.012176,0,0,0.0011787,0,0,0.00077506,-0.14179,-0.011108,-0.0019013,-0.1403,-0.02269,-0.0050128,-0.021518,-0.16243,0.57652,-0.047882,0.03706,0.59332,0.27004,-0.52492,1.4674,-0.25237,0.57036,1.4459,-18.3752,1.0516E-16,-1.4587,-18.0818,-1.0408E-15,3.0356,5.821,31.5886,3.0107,-1.4444,1.2701,0.025264,-89.4746,198.5075,-5.7906,77.1434,175.1015,-0.50931
-12.4779,-3.9852,6.7552,7.9446,-2.3766,15.7331,17.3607,11.7059,1.9293,1.9293,-89.4705,-87.8507,-9.5368,-0.088746,0,0,-0.031643,0,0,0.00092832,0,0,0.0036945,0,0,0.01335,0,0,0.0014024,0,0,0.00084008,-0.14151,-0.010926,-0.00188,-0.1403,-0.023146,-0.0048251,-0.020245,-0.1627,0.57786,-0.052565,0.037601,0.59262,0.27364,-0.52574,1.4688,-0.25407,0.56914,1.446,-18.2669,2.1044E-15,-1.4243,-17.975,-4.1088E-16,3.1243,5.9245,31.8671,3.0804,-2.2153,1.2346,-0.017262,-91.3566,198.8235,-5.7914,78.9161,174.3174,-0.80261
-12.2367,-3.5102,6.9996,8.1811,-2.3251,15.738,17.4064,11.7507,1.9821,1.9821,-89.4706,-87.8652,-9.7342,-0.083006,0,0,-0.034361,0,0,0.0013309,0,0,0.0039444,0,0,0.014272,0,0,0.001686,0,0,0.00085273,-0.14127,-0.010692,-0.0017839,-0.14032,-0.023607,-0.0047286,-0.01896,-0.16324,0.57905,-0.058201,0.038351,0.59199,0.2777,-0.5272,1.4697,-0.25747,0.56757,1.4465,-18.1648,3.1132E-16,-1.3777,-17.8775,-1.2615E-15,3.2119,5.968,32.2275,3.1502,-2.951,1.1782,-0.050429,-93.334,199.3434,-5.8239,81.5337,173.5544,-1.0713
-11.9774,-2.99,7.2578,8.4279,-2.2777,15.7594,17.4347,11.7898,2.0291,2.0291,-89.4646,-87.8649,-9.932,-0.087286,0,0,-0.036584,0,0,0.001723,0,0,0.004045,0,0,0.01494,0,0,0.0020381,0,0,0.00083139,-0.14111,-0.010439,-0.0016482,-0.14033,-0.024068,-0.004747,-0.017658,-0.16405,0.57993,-0.064641,0.039148,0.59142,0.28236,-0.52923,1.47,-0.26219,0.56558,1.4473,-18.0882,7.5697E-16,-1.3253,-17.8007,-6.5023E-16,3.3038,5.9502,32.6519,3.2266,-3.6442,1.0911,-0.076972,-95.4477,200.0235,-5.8789,84.7879,172.7542,-1.3146
-11.7071,-2.4401,7.5195,8.6737,-2.2318,15.8018,17.4422,11.8211,2.0698,2.0698,-89.4495,-87.8459,-10.1269,-0.10383,0,0,-0.038167,0,0,0.0020631,0,0,0.0039978,0,0,0.015354,0,0,0.0024652,0,0,0.00080351,-0.14106,-0.010197,-0.0014743,-0.14031,-0.024514,-0.0048827,-0.016468,-0.16507,0.58035,-0.071626,0.03981,0.59093,0.28729,-0.53169,1.4693,-0.268,0.56306,1.4484,-18.0487,4.0362E-16,-1.274,-17.7528,5.0833E-16,3.4035,5.8655,33.108,3.3138,-4.2816,0.95474,-0.10067,-97.5668,200.7621,-5.9465,88.4376,171.8587,-1.5306
-11.433,-1.8779,7.775,8.9078,-2.1839,15.8705,17.4285,11.8444,2.1039,2.1039,-89.4237,-87.8066,-10.3174,-0.13512,0,0,-0.038976,0,0,0.0023241,0,0,0.0038125,0,0,0.015492,0,0,0.0029689,0,0,0.00079986,-0.14112,-0.010006,-0.0012928,-0.14026,-0.024939,-0.0051071,-0.015549,-0.16621,0.58018,-0.078813,0.040213,0.59046,0.29218,-0.53427,1.4677,-0.27425,0.5601,1.4498,-18.0507,-9.7339E-16,-1.2329,-17.7354,-1.4502E-16,3.5104,5.7259,33.5581,3.4112,-4.8633,0.76021,-0.12849,-99.5544,201.3911,-6.0193,92.1325,170.8727,-1.7254
-11.1627,-1.3211,8.0155,9.1216,-2.1303,15.9702,17.395,11.8612,2.1314,2.1314,-89.3867,-87.7469,-10.5042,-0.18393,0,0,-0.038925,0,0,0.0024966,0,0,0.003505,0,0,0.015333,0,0,0.0035474,0,0,0.00084662,-0.14125,-0.0099004,-0.0011222,-0.14016,-0.025353,-0.0053719,-0.014891,-0.16741,0.57953,-0.085871,0.040237,0.59005,0.29702,-0.53688,1.4655,-0.28048,0.55675,1.4515,-18.0873,1.6474E-15,-1.2091,-17.7435,3.5084E-16,3.6175,5.5886,33.9953,3.5114,-5.4069,0.49972,-0.16647,-101.4566,201.8741,-6.104,95.5808,169.7889,-1.9101
-10.9029,-0.78629,8.2338,9.3088,-2.0671,16.1054,17.3445,11.8743,2.1524,2.1524,-89.3397,-87.6685,-10.6891,-0.25291,0,0,-0.037992,0,0,0.0025912,0,0,0.0030939,0,0,0.014853,0,0,0.0042022,0,0,0.00095908,-0.14142,-0.0099119,-0.00099857,-0.14002,-0.025777,-0.0056475,-0.014479,-0.16872,0.5785,-0.092494,0.039755,0.58964,0.30183,-0.53934,1.4627,-0.28606,0.55291,1.4536,-18.1419,-1.4478E-15,-1.209,-17.7683,1.3722E-16,3.711,5.5085,34.4549,3.6,-5.9478,0.17038,-0.22063,-103.3282,202.2102,-6.2263,98.4889,168.54,-2.1016
-10.6591,-0.28707,8.4246,9.465,-1.9898,16.2791,17.2809,11.8871,2.1673,2.1673,-89.2845,-87.5742,-10.8753,-0.34385,0,0,-0.036264,0,0,0.0026241,0,0,0.0026015,0,0,0.014044,0,0,0.0049436,0,0,0.0011388,-0.14154,-0.010043,-0.00095327,-0.13985,-0.026245,-0.0059078,-0.014204,-0.17023,0.57737,-0.098409,0.038724,0.58918,0.30693,-0.54173,1.46,-0.29056,0.54856,1.4559,-18.1929,2.6976E-16,-1.2328,-17.7992,1.8026E-15,3.7762,5.5447,35.0026,3.6613,-6.5181,-0.2067,-0.29168,-105.3584,202.5215,-6.4216,100.6451,167.0956,-2.3126
-10.4352,0.16665,8.584,9.5878,-1.8938,16.4929,17.2079,11.903,2.1766,2.1766,-89.223,-87.4669,-11.0663,-0.45666,0,0,-0.033929,0,0,0.0026117,0,0,0.0020538,0,0,0.012902,0,0,0.0057955,0,0,0.0013731,-0.14158,-0.010277,-0.0010121,-0.13969,-0.02677,-0.0061388,-0.013968,-0.17198,0.57641,-0.10344,0.037152,0.58868,0.31267,-0.5439,1.4577,-0.29362,0.54363,1.4583,-18.2237,1.5866E-15,-1.2757,-17.8273,3.8515E-16,3.8012,5.7129,35.6945,3.6826,-7.1455,-0.60141,-0.37498,-107.7251,202.8517,-6.7216,101.9334,165.4402,-2.5503
-10.2332,0.56949,8.7097,9.6758,-1.7741,16.7472,17.1292,11.9249,2.1813,2.1813,-89.1565,-87.3487,-11.2656,-0.58882,0,0,-0.031221,0,0,0.0025661,0,0,0.0014801,0,0,0.01146,0,0,0.0068027,0,0,0.0016419,-0.14153,-0.010581,-0.0012054,-0.13958,-0.027371,-0.0063521,-0.013681,-0.17404,0.57602,-0.10753,0.035081,0.5881,0.31982,-0.54584,1.4564,-0.29508,0.53797,1.4609,-18.2322,-5.9117E-16,-1.3292,-17.8441,1.6934E-15,3.7871,5.9877,36.5816,3.6641,-7.8438,-0.98169,-0.46224,-110.7003,203.2518,-7.1457,102.3379,163.5345,-2.8147
-10.0534,0.92066,8.8008,9.7289,-1.6253,17.0418,17.0474,11.9548,2.182,2.182,-89.0858,-87.2204,-11.476,-0.73547,0,0,-0.028402,0,0,0.0024996,0,0,0.00091029,0,0,0.0097708,0,0,0.0080237,0,0,0.0019238,-0.14144,-0.010921,-0.0015444,-0.13957,-0.028046,-0.0065517,-0.013278,-0.1763,0.57642,-0.11077,0.032588,0.58748,0.32886,-0.54717,1.4564,-0.29514,0.53153,1.4635,-18.2258,1.8882E-15,-1.3856,-17.8434,1.288E-15,3.7438,6.3093,37.6606,3.6151,-8.6183,-1.3208,-0.54561,-114.4762,203.5869,-7.6896,102.0064,161.3789,-3.1031
-9.8944,1.2232,8.858,9.7479,-1.4408,17.3769,16.9641,11.9935,2.1796,2.1796,-89.0112,-87.0809,-11.6994,-0.89004,0,0,-0.025706,0,0,0.0024231,0,0,0.00037057,0,0,0.0079657,0,0,0.0095221,0,0,0.0022042,-0.14135,-0.011274,-0.0020239,-0.13965,-0.028777,-0.0067388,-0.012721,-0.17864,0.57781,-0.11327,0.029761,0.58689,0.34053,-0.54757,1.458,-0.29398,0.52434,1.4662,-18.2167,-2.8262E-17,-1.4401,-17.8181,-7.8979E-16,3.6931,6.5939,38.8795,3.5565,-9.4519,-1.6047,-0.62061,-119.2634,203.6792,-8.3239,101.0899,159.0141,-3.4081
-9.754,1.4832,8.8838,9.7352,-1.2132,17.7539,16.8793,12.0409,2.1747,2.1747,-88.9326,-86.9271,-11.9364,-1.0454,0,0,-0.023267,0,0,0.0023445,0,0,-0.0001175,0,0,0.0062262,0,0,0.011339,0,0,0.0024761,-0.14131,-0.011636,-0.0025887,-0.13985,-0.029535,-0.0068766,-0.012082,-0.18081,0.58036,-0.1151,0.026571,0.58641,0.35525,-0.5466,1.4613,-0.29164,0.51628,1.4692,-18.2178,-7.3083E-16,-1.4929,-17.7564,1.3667E-15,3.6682,6.7371,40.1214,3.5215,-10.2908,-1.8629,-0.68784,-125.14,203.2478,-8.9868,99.6473,156.3879,-3.7121
-9.6291,1.7083,8.8821,9.6944,-0.93402,18.1761,16.7912,12.0954,2.1682,2.1682,-88.8503,-86.7536,-12.1855,-1.1959,0,0,-0.021176,0,0,0.0022817,0,0,-0.00053627,0,0,0.0047858,0,0,0.013489,0,0,0.002733,-0.14134,-0.012023,-0.0031928,-0.14016,-0.030296,-0.0069493,-0.011568,-0.18269,0.58416,-0.11638,0.023,0.58617,0.37306,-0.54397,1.4664,-0.28825,0.50748,1.4727,-18.2378,7.5821E-17,-1.5473,-17.6439,5.6915E-17,3.7068,6.6179,41.2698,3.5475,-11.1007,-2.1351,-0.75143,-131.9896,202.0919,-9.61,97.7926,153.5095,-4.0056
-9.5165,1.9071,8.8586,9.6306,-0.59376,18.6493,16.6934,12.1525,2.1604,2.1604,-88.7652,-86.5526,-12.4416,-1.3399,0,0,-0.019459,0,0,0.0022496,0,0,-0.00087254,0,0,0.0038969,0,0,0.015971,0,0,0.0029586,-0.14147,-0.012463,-0.0037785,-0.14057,-0.031037,-0.0069827,-0.01141,-0.18439,0.58906,-0.11718,0.018965,0.58616,0.39378,-0.53981,1.4728,-0.2838,0.4978,1.4767,-18.2782,-7.319E-16,-1.6076,-17.4692,-1.1204E-15,3.833,6.1428,42.2637,3.6599,-11.8428,-2.4818,-0.81711,-139.58,200.2699,-10.1509,95.5851,150.2847,-4.2771
-9.4127,2.0879,8.8197,9.5501,-0.18262,19.1813,16.5748,12.2041,2.152,2.152,-88.6785,-86.3132,-12.695,-1.4815,0,0,-0.018104,0,0,0.0022601,0,0,-0.0011201,0,0,0.0037384,0,0,0.018775,0,0,0.0031236,-0.14165,-0.012979,-0.0043026,-0.14105,-0.031717,-0.0070614,-0.011935,-0.18621,0.59463,-0.11764,0.014447,0.58644,0.41674,-0.53445,1.48,-0.27838,0.48745,1.4813,-18.3309,5.1769E-16,-1.6778,-17.2302,-1.971E-15,4.0486,5.2454,43.09,3.8633,-12.5014,-2.9481,-0.89058,-147.4778,198.0212,-10.6001,93.1419,146.7212,-4.5232
-9.315,2.2584,8.7725,9.4595,0.30867,19.7811,16.4198,12.2383,2.1432,2.1432,-88.5918,-86.0221,-12.9321,-1.6302,0,0,-0.017065,0,0,0.0023088,0,0,-0.0012807,0,0,0.0043534,0,0,0.021846,0,0,0.003191,-0.14184,-0.013567,-0.0047169,-0.14155,-0.032283,-0.0072381,-0.013452,-0.18852,0.60023,-0.11779,0.0094686,0.58689,0.44094,-0.52848,1.4866,-0.27202,0.47646,1.4862,-18.3816,5.0385E-16,-1.7568,-16.9453,-1.0104E-15,4.3394,3.9378,43.7275,4.1467,-13.0517,-3.5587,-0.97288,-155.1716,195.6927,-10.9592,90.5469,142.806,-4.7349
-9.2208,2.4244,8.7234,9.3655,0.88764,20.4574,16.209,12.2394,2.1346,2.1346,-88.5064,-85.6642,-13.1352,-1.8007,0,0,-0.016308,0,0,0.0023815,0,0,-0.0013664,0,0,0.0054724,0,0,0.025111,0,0,0.0031215,-0.142,-0.014206,-0.0050098,-0.14204,-0.032641,-0.0076227,-0.016548,-0.1916,0.60493,-0.11772,0.0041627,0.58748,0.46461,-0.52237,1.4917,-0.26481,0.46528,1.4914,-18.4148,-5.1731E-16,-1.8408,-16.6533,-1.6154E-15,4.6763,2.2175,44.144,4.4853,-13.4911,-4.3061,-1.0619,-161.7918,193.5993,-11.237,87.9061,138.6804,-4.9095
-9.128,2.5901,8.6775,9.2735,1.5587,21.2166,15.9223,12.1892,2.1264,2.1264,-88.4231,-85.2251,-13.2853,-2.0116,0,0,-0.015788,0,0,0.0024511,0,0,-0.0013946,0,0,0.0064211,0,0,0.028474,0,0,0.002881,-0.14209,-0.014844,-0.0051622,-0.14245,-0.032716,-0.0083472,-0.021808,-0.19572,0.60764,-0.11741,-0.0012191,0.5881,0.48576,-0.51675,1.4938,-0.25672,0.45442,1.4965,-18.4223,1.0279E-15,-1.9212,-16.4058,1.1851E-15,5.0249,0.12075,44.345,4.8491,-13.7962,-5.1538,-1.1504,-166.4032,192.1462,-11.4574,85.256,134.5595,-5.035
-9.0352,2.758,8.6384,9.1873,2.3214,22.0599,15.5414,12.0691,2.1192,2.1192,-88.3415,-84.6934,-13.3643,-2.2828,0,0,-0.015468,0,0,0.0024905,0,0,-0.0013824,0,0,0.0061356,0,0,0.03185,0,0,0.0024387,-0.14209,-0.015422,-0.005185,-0.14268,-0.032455,-0.0095817,-0.029751,-0.20106,0.60718,-0.11688,-0.0063242,0.58867,0.50224,-0.51212,1.492,-0.24783,0.44466,1.501,-18.4072,1.7402E-15,-1.9896,-16.254,-1.9959E-15,5.3483,-2.3104,44.3861,5.2047,-13.9491,-6.0403,-1.2302,-168.0641,191.7293,-11.6626,82.6434,130.7756,-5.1021
-8.9412,2.9289,8.6077,9.1094,3.169,22.9823,15.0532,11.8632,2.1133,2.1133,-88.2608,-84.0638,-13.3576,-2.6338,0,0,-0.015349,0,0,0.0024833,0,0,-0.0013402,0,0,0.0034867,0,0,0.035148,0,0,0.0017744,-0.14204,-0.015881,-0.0051151,-0.1426,-0.031841,-0.011498,-0.040697,-0.20752,0.6024,-0.11624,-0.010768,0.58907,0.51228,-0.50876,1.4851,-0.23857,0.43673,1.5044,-18.3825,-1.5472E-15,-2.0384,-16.2363,1.2724E-15,5.6113,-5.0293,44.3512,5.5203,-13.9606,-6.8906,-1.2935,-166.0621,192.611,-11.9036,80.2265,127.6499,-5.1112
-8.8452,3.1026,8.5861,9.0413,4.0882,23.9712,14.4532,11.5611,2.1093,2.1093,-88.1799,-83.3392,-13.2571,-3.0812,0,0,-0.015435,0,0,0.0024253,0,0,-0.0012707,0,0,-0.0021207,0,0,0.038162,0,0,0.0008948,-0.14194,-0.01618,-0.0049939,-0.14201,-0.030953,-0.014134,-0.054347,-0.21473,0.59259,-0.1156,-0.014244,0.58919,0.51524,-0.50651,1.4726,-0.22915,0.43114,1.5063,-18.3618,-1.2936E-15,-2.0637,-16.3661,2.0957E-15,5.7889,-7.8776,44.3461,5.7725,-13.8408,-7.6365,-1.3354,-160.3626,194.8133,-12.2397,78.083,125.4246,-5.065
-8.7466,3.2778,8.5733,8.9835,5.0588,25.0071,13.747,11.1604,2.1079,2.1079,-88.0981,-82.5329,-13.062,-3.6365,0,0,-0.015743,0,0,0.0023287,0,0,-0.0011725,0,0,-0.010363,0,0,0.040582,0,0,-0.00016116,-0.14184,-0.016306,-0.0048636,-0.14082,-0.029952,-0.017395,-0.069915,-0.22215,0.57786,-0.11516,-0.016624,0.589,0.51155,-0.5049,1.4551,-0.22019,0.42813,1.5067,-18.3552,-7.3687E-16,-2.0656,-16.6367,-1.3971E-15,5.8639,-10.6209,44.5082,5.9441,-13.6319,-8.2355,-1.3552,-151.5801,198.1262,-12.7504,76.3874,124.194,-4.9785
-8.6449,3.4528,8.569,8.9366,6.0551,26.0649,12.9516,10.6686,2.1098,2.1098,-88.0157,-81.6673,-12.78,-4.3048,0,0,-0.016295,0,0,0.0022142,0,0,-0.001045,0,0,-0.019823,0,0,0.042015,0,0,-0.0013171,-0.14173,-0.016271,-0.0047617,-0.13907,-0.029034,-0.021034,-0.086211,-0.22915,0.5592,-0.11501,-0.017959,0.58847,0.50277,-0.50302,1.4339,-0.21204,0.42745,1.5055,-18.3652,1.5505E-16,-2.0483,-17.0202,9.9795E-16,5.8266,-12.987,44.9777,6.0233,-13.3791,-8.6752,-1.3564,-140.9214,202.0367,-13.5259,75.201,123.8731,-4.8697
-8.5396,3.6257,8.573,8.9011,7.0482,27.116,12.0932,10.1023,2.1158,2.1158,-87.9339,-80.773,-12.4264,-5.0833,0,0,-0.017118,0,0,0.0021099,0,0,-0.00089467,0,0,-0.028359,0,0,0.042124,0,0,-0.0024563,-0.14161,-0.016127,-0.004725,-0.1369,-0.028377,-0.024756,-0.10197,-0.2352,0.53847,-0.11529,-0.018414,0.58765,0.49133,-0.49986,1.4113,-0.20509,0.42877,1.5031,-18.3878,-2.1791E-16,-2.0225,-17.4676,5.4887E-16,5.6787,-14.7802,45.8737,6.0061,-13.1423,-8.9672,-1.3494,-129.9279,205.8389,-14.6429,74.5801,124.3044,-4.7663
-8.4303,3.7948,8.585,8.877,8.0083,28.131,11.2043,9.4857,2.1267,2.1267,-87.8547,-79.8847,-12.0226,-5.9612,0,0,-0.018216,0,0,0.002035,0,0,-0.00073232,0,0,-0.033659,0,0,0.040663,0,0,-0.0034317,-0.1415,-0.015935,-0.0047409,-0.13453,-0.028129,-0.028214,-0.1158,-0.23989,0.51798,-0.11599,-0.018321,0.58665,0.48034,-0.49441,1.3895,-0.19968,0.43129,1.5,-18.4173,-6.4165E-16,-2.0003,-17.9185,-1.6716E-15,5.4419,-15.8628,47.2591,5.9062,-12.9446,-9.1561,-1.3458,-120.3917,208.75,-16.135,74.4927,125.1846,-4.6842
-8.3163,3.959,8.6047,8.8644,8.9082,29.0822,10.3193,8.8467,2.1436,2.1436,-87.7803,-79.0369,-11.5932,-6.9206,0,0,-0.019558,0,0,0.0019953,0,0,-0.00056968,0,0,-0.034117,0,0,0.037672,0,0,-0.0041021,-0.14141,-0.015743,-0.0047749,-0.1323,-0.028367,-0.031177,-0.12664,-0.24318,0.5003,-0.11701,-0.01799,0.5856,0.47333,-0.48609,1.3711,-0.19578,0.43434,1.4968,-18.4461,1.2053E-15,-1.9919,-18.312,-1.946E-15,5.1553,-16.2757,49.147,5.7531,-12.7709,-9.28,-1.3554,-113.9942,210.1624,-17.98,74.7685,126.253,-4.626
-8.1972,4.1179,8.6312,8.8627,9.7257,29.9473,9.4699,8.2132,2.167,2.167,-87.7129,-78.2594,-11.1638,-7.9396,0,0,-0.021076,0,0,0.0019853,0,0,-0.00042212,0,0,-0.029415,0,0,0.033468,0,0,-0.0043796,-0.1413,-0.015608,-0.0047573,-0.13051,-0.029063,-0.033553,-0.13395,-0.24522,0.48762,-0.11817,-0.017785,0.58462,0.47304,-0.47487,1.3579,-0.19348,0.43702,1.4942,-18.4593,-2.4247E-16,-2.0075,-18.6003,-1.1227E-15,4.8624,-16.2232,51.4701,5.581,-12.5815,-9.3937,-1.3884,-111.8775,209.7277,-20.0911,75.2377,127.1808,-4.586
-8.0722,4.2713,8.6629,8.8703,10.4465,30.712,8.6804,7.6092,2.1978,2.1978,-87.6542,-77.5737,-10.7574,-8.9949,0,0,-0.022675,0,0,0.0019951,0,0,-0.00030669,0,0,-0.020507,0,0,0.028565,0,0,-0.0042681,-0.14116,-0.015585,-0.0046638,-0.12947,-0.030045,-0.035431,-0.13792,-0.24619,0.48149,-0.1194,-0.018063,0.58378,0.48107,-0.46094,1.3513,-0.19282,0.43855,1.4925,-18.4462,-3.2979E-16,-2.0539,-18.7702,1.5094E-15,4.5877,-16.051,54.06,5.4079,-12.3725,-9.5528,-1.4513,-114.4082,207.2929,-22.3243,75.8356,127.6475,-4.5656
